"aicc","model"
2348.59611365382,"(0,1,1)(1,2,5)[12]"
2348.62314128946,"(0,1,1)(3,2,3)[12]"
2348.63337406002,"(2,1,0)(0,2,4)[12]"
2348.64212323582,"(1,0,0)(3,2,1)[12]"
2348.64755013595,"(1,0,0)(3,2,2)[12]"
2348.69529480914,"(0,1,2)(3,2,2)[12]"
2348.71485173032,"(2,1,0)(1,2,3)[12]"
2348.71568428044,"(1,0,0)(0,2,5)[12]"
2348.81118994096,"(2,0,0)(1,2,1)[12]"
2348.84072042886,"(2,1,0)(2,2,2)[12]"
2348.85922884945,"(2,1,1)(1,2,1)[12]"
2348.90947445415,"(2,0,1)(3,2,1)[12]"
2349.04274375282,"(0,0,3)(0,2,2)[12]"
2349.09779199517,"(1,1,1)(1,2,1)[12]"
2349.21505374416,"(0,1,1)(3,2,2)[12]"
2349.35062800412,"(1,1,0)(0,2,3)[12]"
2349.37609806712,"(1,1,3)(2,2,1)[12]"
2349.42370846334,"(1,1,0)(1,2,2)[12]"
2349.45942382903,"(1,0,3)(2,2,1)[12]"
2349.56725477368,"(1,0,0)(5,2,1)[12]"
2349.59302441421,"(0,1,0)(1,3,0)[12]"
2349.63630424332,"(2,0,2)(2,2,1)[12]"
2349.65872684928,"(1,1,1)(5,2,0)[12]"
2349.73564794167,"(3,1,0)(0,2,4)[12]"
2349.88717054473,"(3,0,1)(2,2,1)[12]"
2349.92743197158,"(0,1,1)(1,2,1)[12]"
2349.92846635952,"(3,1,0)(1,2,3)[12]"
2349.98136135645,"(3,1,0)(2,2,2)[12]"
2350.03283938455,"(4,2,0)(0,3,1)[12]"
2350.15641357904,"(1,0,0)(4,2,2)[12]"
2350.23134340357,"(0,1,2)(1,2,1)[12]"
2350.37420004521,"(1,0,0)(1,2,1)[12]"
2350.39565028696,"(2,0,1)(1,2,1)[12]"
2350.39940501944,"(1,0,2)(1,2,1)[12]"
2350.40924228031,"(3,0,0)(1,2,1)[12]"
2350.42185541877,"(2,1,2)(1,2,1)[12]"
2350.42748908558,"(1,1,3)(1,2,1)[12]"
2350.45476782712,"(3,1,1)(1,2,1)[12]"
2350.63768503837,"(0,0,5)(0,2,2)[12]"
2350.67074455495,"(1,1,0)(0,2,4)[12]"
2350.69254709454,"(1,0,0)(2,2,4)[12]"
2350.6994198356,"(1,0,0)(3,2,3)[12]"
2350.77099177588,"(0,0,4)(1,2,2)[12]"
2350.77398950691,"(0,0,4)(0,2,3)[12]"
2350.82013698108,"(2,1,0)(0,2,5)[12]"
2350.87756085749,"(2,1,0)(4,2,1)[12]"
2350.9625953521,"(1,0,0)(1,2,5)[12]"
2350.97680431796,"(2,1,0)(1,2,4)[12]"
2350.9847256561,"(2,1,0)(2,2,3)[12]"
2351.10894839352,"(2,1,0)(2,2,1)[12]"
2351.12370436908,"(1,1,0)(2,2,2)[12]"
2351.22469666271,"(0,0,3)(1,2,2)[12]"
2351.22583961881,"(0,0,3)(0,2,3)[12]"
2351.33007912741,"(2,1,0)(3,2,1)[12]"
2351.35434412733,"(1,1,0)(1,2,3)[12]"
2351.37308841854,"(2,1,0)(3,2,2)[12]"
2351.55692590281,"(0,1,3)(1,2,1)[12]"
2351.60447892337,"(0,1,2)(5,2,0)[12]"
2351.69010932545,"(1,1,1)(3,2,1)[12]"
2351.71360518502,"(4,1,0)(2,2,1)[12]"
2351.74167017866,"(1,0,1)(5,2,0)[12]"
2352.13117994846,"(0,1,4)(1,2,1)[12]"
2352.17258198938,"(0,2,1)(0,2,2)[12]"
2352.18898044785,"(0,1,1)(5,2,0)[12]"
2352.49755061261,"(3,1,0)(2,2,1)[12]"
2352.59080557452,"(2,0,2)(1,2,1)[12]"
2352.60283049986,"(3,0,1)(1,2,1)[12]"
2352.60851816311,"(1,0,3)(1,2,1)[12]"
2352.6101060908,"(4,0,0)(1,2,1)[12]"
2352.67084868055,"(1,1,4)(1,2,1)[12]"
2352.67195015426,"(0,2,0)(0,3,3)[12]"
2352.68856182852,"(3,1,2)(1,2,1)[12]"
2352.69598814579,"(4,1,1)(1,2,1)[12]"
2352.84398586806,"(3,1,0)(3,2,1)[12]"
2353.04557864507,"(0,2,0)(0,3,5)[12]"
2353.06775077346,"(1,1,0)(0,2,5)[12]"
2353.07595734681,"(2,1,3)(1,2,1)[12]"
2353.12156382604,"(0,2,1)(1,2,2)[12]"
2353.13723967181,"(0,2,0)(1,3,3)[12]"
2353.20132582255,"(0,0,3)(2,2,1)[12]"
2353.31858647378,"(1,1,0)(1,2,4)[12]"
2353.34172812037,"(0,0,4)(2,2,1)[12]"
2353.35920738902,"(1,1,0)(2,2,3)[12]"
2353.3820702154,"(1,1,0)(3,2,2)[12]"
2353.39284623951,"(0,2,0)(4,3,2)[12]"
2353.39863820874,"(0,2,1)(0,2,3)[12]"
2353.46822503334,"(0,0,3)(0,2,4)[12]"
2353.4690174822,"(0,0,3)(2,2,2)[12]"
2353.49922589052,"(0,0,3)(1,2,3)[12]"
2353.6669439983,"(0,2,0)(1,3,2)[12]"
2353.68530957921,"(0,2,0)(0,3,4)[12]"
2353.78431908183,"(1,0,0)(5,2,0)[12]"
2353.89681428826,"(0,1,5)(1,2,1)[12]"
2353.95660097951,"(1,1,0)(3,2,1)[12]"
2353.96557120733,"(5,1,0)(1,2,1)[12]"
2353.99153798967,"(0,2,2)(4,2,0)[12]"
2354.22060713167,"(0,2,1)(0,2,4)[12]"
2354.29026775039,"(1,1,0)(2,2,1)[12]"
2354.3294118001,"(0,2,0)(3,3,4)[12]"
2354.38560394839,"(0,0,3)(3,2,1)[12]"
2354.39024448303,"(2,1,0)(1,2,1)[12]"
2354.49981802228,"(1,0,4)(1,2,1)[12]"
2354.60574996053,"(4,0,1)(1,2,1)[12]"
2354.66960205411,"(5,0,0)(1,2,1)[12]"
2354.72481204719,"(0,2,0)(2,3,5)[12]"
2354.75665639101,"(3,0,2)(1,2,1)[12]"
2354.76762876907,"(1,1,0)(3,2,3)[12]"
2354.77859842261,"(0,2,0)(3,3,2)[12]"
2354.8107525411,"(2,0,3)(1,2,1)[12]"
2354.82749093801,"(0,2,0)(5,3,1)[12]"
2354.83318601969,"(0,2,1)(4,2,1)[12]"
2354.96119481254,"(0,2,3)(4,2,0)[12]"
2355.03236895923,"(1,1,0)(2,2,4)[12]"
2355.08565525091,"(0,2,1)(2,2,2)[12]"
2355.16288304566,"(1,1,0)(1,2,5)[12]"
2355.17766175603,"(0,2,1)(5,2,1)[12]"
2355.19095420137,"(0,0,4)(1,2,1)[12]"
2355.19605966635,"(0,2,0)(4,3,3)[12]"
2355.53375166875,"(0,2,1)(3,2,3)[12]"
2355.55009567618,"(0,2,0)(2,3,2)[12]"
2355.6654097966,"(3,1,0)(1,2,1)[12]"
2355.80917422165,"(0,0,2)(0,2,2)[12]"
2355.94798084725,"(4,1,0)(1,2,1)[12]"
2356.0574009303,"(0,2,1)(1,2,3)[12]"
2356.09468302584,"(0,0,3)(1,2,1)[12]"
2356.11924365674,"(0,0,1)(1,3,0)[12]"
2356.23090667923,"(1,2,0)(2,3,0)[12]"
2356.24519521963,"(0,2,0)(1,3,4)[12]"
2356.28135464125,"(0,2,1)(0,2,5)[12]"
2356.33823394775,"(0,2,1)(2,2,3)[12]"
2356.39886849759,"(0,2,0)(2,3,4)[12]"
2356.40122805632,"(0,2,1)(4,2,2)[12]"
2356.55233096471,"(0,2,1)(1,2,4)[12]"
2356.55409463734,"(0,2,0)(1,3,5)[12]"
2356.56482371968,"(2,1,0)(5,2,0)[12]"
2356.65358122612,"(3,2,0)(0,3,1)[12]"
2356.78621237969,"(1,1,0)(1,2,1)[12]"
2357.32850518909,"(0,2,0)(2,3,3)[12]"
2357.3577823661,"(0,2,0)(0,3,2)[12]"
2357.40435245796,"(0,0,5)(1,2,1)[12]"
2357.50975315466,"(0,0,2)(1,2,2)[12]"
2357.53533611624,"(0,0,2)(0,2,3)[12]"
2357.99859857213,"(0,2,1)(3,2,1)[12]"
2358.20581629419,"(2,2,1)(4,2,0)[12]"
2358.21494545767,"(0,2,1)(1,2,5)[12]"
2358.34160434613,"(0,2,0)(3,3,3)[12]"
2358.601612565,"(0,2,1)(2,2,4)[12]"
2358.66528119855,"(5,2,0)(1,3,0)[12]"
2358.7957190019,"(0,0,0)(0,3,1)[12]"
2358.96968301137,"(0,2,2)(3,2,0)[12]"
2359.24854075071,"(5,2,0)(0,2,2)[12]"
2359.3080142909,"(0,0,2)(2,2,1)[12]"
2359.62243254637,"(0,2,3)(3,2,0)[12]"
2359.70997220116,"(0,0,2)(2,2,2)[12]"
2359.73324045551,"(0,0,2)(0,2,4)[12]"
2359.7821249232,"(0,0,2)(1,2,3)[12]"
2360.0577951019,"(0,2,0)(4,3,1)[12]"
2360.06751077477,"(0,2,0)(5,3,2)[12]"
2360.268994342,"(0,2,1)(2,2,1)[12]"
2360.83730276206,"(0,2,1)(5,2,0)[12]"
2360.99435668227,"(0,0,2)(3,2,1)[12]"
2361.04042840497,"(0,2,1)(1,2,1)[12]"
2361.16244530005,"(0,2,4)(3,2,0)[12]"
2361.21336063053,"(0,1,0)(0,2,2)[12]"
2361.45056447977,"(1,1,2)(4,2,0)[12]"
2361.7372986974,"(0,0,2)(0,2,5)[12]"
2361.93381981084,"(0,0,2)(4,2,1)[12]"
2361.93744329496,"(1,0,1)(4,2,0)[12]"
2361.97020463554,"(0,0,2)(2,2,3)[12]"
2361.99475522048,"(0,0,2)(1,2,4)[12]"
2362.03104043616,"(0,0,2)(1,2,1)[12]"
2362.10823425859,"(0,1,0)(1,2,2)[12]"
2362.36103533005,"(1,1,1)(4,2,0)[12]"
2362.39050089558,"(0,1,0)(0,2,3)[12]"
2362.4292769133,"(1,2,3)(3,2,0)[12]"
2362.58854996702,"(1,2,2)(0,2,1)[12]"
2363.01501121522,"(0,2,1)(3,2,2)[12]"
2363.08551189925,"(0,0,2)(3,2,2)[12]"
2363.12161852905,"(0,1,1)(4,2,0)[12]"
2363.26889234137,"(0,1,0)(0,2,4)[12]"
2363.28181306476,"(2,2,2)(3,2,0)[12]"
2363.68831574974,"(0,1,2)(4,2,0)[12]"
2363.71745567036,"(0,1,0)(2,2,4)[12]"
2363.72854800477,"(1,2,3)(0,2,1)[12]"
2363.76085079094,"(0,1,0)(4,2,1)[12]"
2363.80505771587,"(2,2,2)(0,2,1)[12]"
2363.94268266042,"(0,1,0)(5,2,1)[12]"
2364.06411880805,"(0,1,0)(2,2,2)[12]"
2364.15031555991,"(1,0,2)(4,2,0)[12]"
2364.257319693,"(1,0,0)(4,2,0)[12]"
2364.35719314831,"(0,1,0)(3,2,2)[12]"
2364.5524369325,"(0,1,0)(3,2,3)[12]"
2364.62340003186,"(0,1,3)(4,2,0)[12]"
2364.79960304441,"(2,2,1)(3,2,0)[12]"
2365.06255812584,"(0,1,0)(1,2,3)[12]"
2365.06522591969,"(0,1,0)(4,2,2)[12]"
2365.17702826446,"(0,1,0)(0,2,5)[12]"
2365.21312545782,"(0,1,0)(2,2,3)[12]"
2365.33716470109,"(0,2,0)(3,3,1)[12]"
2365.47978630094,"(0,1,0)(1,2,4)[12]"
2365.52774259302,"(0,2,4)(0,2,1)[12]"
2365.72213092066,"(0,1,0)(5,2,2)[12]"
2365.8235328991,"(4,2,0)(1,3,0)[12]"
2365.8639577014,"(0,1,0)(4,2,3)[12]"
2365.9715953086,"(1,2,4)(0,2,1)[12]"
2365.99542863969,"(3,2,2)(0,2,1)[12]"
2366.09225645572,"(0,2,3)(0,2,1)[12]"
2366.15840542424,"(2,2,3)(0,2,1)[12]"
2366.3233187554,"(0,0,1)(0,2,2)[12]"
2366.78813993793,"(2,2,4)(0,2,1)[12]"
2367.01238763359,"(0,0,2)(5,2,0)[12]"
2367.01731228965,"(0,2,5)(0,2,1)[12]"
2367.16082471261,"(0,1,0)(1,2,5)[12]"
2367.25425957829,"(1,2,5)(0,2,1)[12]"
2367.35939940616,"(0,1,0)(3,2,1)[12]"
2367.38223126447,"(0,0,3)(4,2,0)[12]"
2367.61872632148,"(1,2,1)(3,2,0)[12]"
2367.7242504047,"(4,2,2)(0,2,1)[12]"
2367.7281160268,"(2,2,0)(0,3,1)[12]"
2367.75233063304,"(2,1,0)(4,2,0)[12]"
2367.90184018565,"(1,1,1)(3,2,0)[12]"
2368.1172709458,"(0,1,0)(2,2,5)[12]"
2368.26708994352,"(0,0,1)(0,2,3)[12]"
2368.28086401072,"(0,0,1)(1,2,2)[12]"
2368.3439645454,"(0,1,1)(3,2,0)[12]"
2368.45125905742,"(3,2,3)(0,2,1)[12]"
2368.46239111245,"(0,1,0)(3,2,4)[12]"
2368.61113282134,"(0,0,1)(2,2,1)[12]"
2368.62813773981,"(0,1,2)(3,2,0)[12]"
2368.63364465962,"(5,2,0)(1,2,1)[12]"
2368.73260934582,"(1,0,1)(3,2,0)[12]"
2368.79200892286,"(0,2,0)(5,3,0)[12]"
2368.96397087178,"(0,2,2)(0,2,1)[12]"
2369.20348632364,"(1,0,0)(0,2,1)[12]"
2369.248226406,"(1,1,1)(0,2,1)[12]"
2369.38160649234,"(3,2,0)(1,3,0)[12]"
2369.64842640569,"(0,2,0)(2,3,1)[12]"
2369.65328421252,"(2,0,0)(3,2,0)[12]"
2369.81487686049,"(5,2,1)(0,2,1)[12]"
2369.96115794112,"(0,1,3)(3,2,0)[12]"
2370.00895574667,"(0,1,0)(2,2,1)[12]"
2370.2819453558,"(0,0,1)(1,2,3)[12]"
2370.30923475705,"(3,1,1)(3,2,0)[12]"
2370.40151759857,"(0,0,1)(0,2,4)[12]"
2370.44091134009,"(0,0,1)(2,2,2)[12]"
2370.70754568029,"(2,1,1)(0,2,1)[12]"
2370.70835737088,"(0,0,1)(3,2,1)[12]"
2370.71677654673,"(1,1,2)(0,2,1)[12]"
2370.73006633827,"(4,2,1)(0,2,1)[12]"
2370.74187751033,"(2,0,0)(0,2,1)[12]"
2370.76191430616,"(1,0,1)(0,2,1)[12]"
2370.829119593,"(0,1,4)(3,2,0)[12]"
2370.84408005552,"(1,0,2)(3,2,0)[12]"
2370.85199939605,"(0,1,0)(5,2,0)[12]"
2371.06940561865,"(3,0,0)(3,2,0)[12]"
2371.08643765546,"(0,1,0)(1,2,1)[12]"
2371.37492897876,"(4,1,2)(0,2,1)[12]"
2371.51927037831,"(3,2,1)(0,2,1)[12]"
2371.62614430977,"(3,1,3)(0,2,1)[12]"
2371.78202017018,"(0,0,1)(2,2,4)[12]"
2371.84814356134,"(1,0,0)(3,2,0)[12]"
2371.86645871586,"(0,0,1)(0,2,5)[12]"
2371.95390912916,"(3,0,3)(0,2,1)[12]"
2372.16756739228,"(0,0,1)(1,2,1)[12]"
2372.20155154509,"(0,2,2)(2,2,0)[12]"
2372.31155198815,"(0,0,1)(4,2,1)[12]"
2372.35735666954,"(0,0,1)(3,2,2)[12]"
2372.45146393067,"(0,0,1)(2,2,3)[12]"
2372.47360027189,"(0,0,1)(1,2,4)[12]"
2372.62359232261,"(0,2,3)(2,2,0)[12]"
2372.78303561306,"(2,2,1)(0,2,1)[12]"
2372.83643508038,"(2,0,1)(0,2,1)[12]"
2372.87404812668,"(3,0,0)(0,2,1)[12]"
2372.8740723343,"(2,1,2)(0,2,1)[12]"
2372.88656014054,"(3,1,1)(0,2,1)[12]"
2372.89299149754,"(1,0,2)(0,2,1)[12]"
2372.89820309625,"(1,1,3)(0,2,1)[12]"
2372.98593883112,"(4,0,2)(0,2,1)[12]"
2372.9868785949,"(1,0,3)(3,2,0)[12]"
2373.12087262909,"(2,0,2)(3,2,0)[12]"
2373.16841511924,"(0,2,1)(4,2,0)[12]"
2373.20278506989,"(1,2,1)(0,2,1)[12]"
2373.27921713039,"(3,0,1)(3,2,0)[12]"
2373.42507442396,"(0,0,1)(3,2,3)[12]"
2373.64299516783,"(0,0,1)(5,2,1)[12]"
2373.87911841182,"(0,1,3)(0,2,1)[12]"
2373.88005485414,"(0,0,1)(4,2,2)[12]"
2373.92762471471,"(0,2,4)(2,2,0)[12]"
2374.09278974986,"(0,0,1)(1,2,5)[12]"
2374.12601085314,"(2,2,2)(2,2,0)[12]"
2374.69506304528,"(1,1,4)(0,2,1)[12]"
2374.71124883005,"(4,1,0)(3,2,0)[12]"
2374.78077273303,"(0,1,4)(0,2,1)[12]"
2374.7819984113,"(0,0,3)(0,2,1)[12]"
2374.79243097495,"(1,0,3)(0,2,1)[12]"
2374.82805254848,"(2,1,0)(3,2,0)[12]"
2374.90779504174,"(4,1,1)(0,2,1)[12]"
2374.91844476277,"(4,0,0)(0,2,1)[12]"
2374.95917230324,"(0,1,2)(0,2,1)[12]"
2374.97755366355,"(2,0,2)(0,2,1)[12]"
2374.98600454731,"(3,0,1)(0,2,1)[12]"
2375.03456910264,"(3,1,2)(0,2,1)[12]"
2375.07372963252,"(2,1,3)(0,2,1)[12]"
2375.1396157046,"(1,2,3)(2,2,0)[12]"
2375.29549687464,"(0,2,5)(2,2,0)[12]"
2375.44874982172,"(4,2,0)(0,2,2)[12]"
2375.81544068411,"(0,0,3)(3,2,0)[12]"
2375.87108960627,"(3,2,2)(2,2,0)[12]"
2375.89640179765,"(0,0,2)(4,2,0)[12]"
2375.93268821375,"(0,0,4)(0,2,1)[12]"
2376.07087719693,"(3,1,0)(3,2,0)[12]"
2376.2298115902,"(0,1,5)(0,2,1)[12]"
2376.33649297816,"(1,2,4)(2,2,0)[12]"
2376.62594904062,"(0,0,2)(0,2,1)[12]"
2376.662599419,"(0,0,1)(5,2,0)[12]"
2376.72314758645,"(0,0,4)(3,2,0)[12]"
2376.84164968012,"(4,0,1)(0,2,1)[12]"
2376.86249059477,"(5,0,0)(0,2,1)[12]"
2376.90336131785,"(1,0,4)(0,2,1)[12]"
2377.04382034692,"(3,0,2)(0,2,1)[12]"
2377.10908859368,"(2,0,3)(0,2,1)[12]"
2377.11162909129,"(0,2,0)(1,3,1)[12]"
2377.12502938132,"(2,1,4)(0,2,1)[12]"
2377.57255919092,"(2,2,1)(2,2,0)[12]"
2377.72911046407,"(4,2,0)(0,2,3)[12]"
2377.74168181205,"(4,2,0)(1,2,2)[12]"
2377.81027012644,"(1,1,5)(0,2,1)[12]"
2378.05566758936,"(0,0,5)(0,2,1)[12]"
2378.13747876685,"(1,1,0)(3,2,0)[12]"
2378.47443937187,"(1,2,0)(0,3,1)[12]"
2378.5650846134,"(3,2,1)(2,2,0)[12]"
2378.64978367601,"(0,1,1)(0,2,1)[12]"
2378.79448617062,"(5,1,0)(0,2,1)[12]"
2378.86015814489,"(5,0,1)(0,2,1)[12]"
2379.07759588598,"(4,2,1)(2,2,0)[12]"
2379.09660260665,"(1,0,5)(0,2,1)[12]"
2379.14554581777,"(2,0,4)(0,2,1)[12]"
2379.44479922142,"(3,2,0)(0,2,2)[12]"
2379.80000101081,"(1,1,2)(2,2,0)[12]"
2379.84752618577,"(2,2,0)(1,3,0)[12]"
2379.85210934622,"(1,2,1)(2,2,0)[12]"
2380.06185265271,"(4,1,0)(0,2,1)[12]"
2380.19941546089,"(5,1,1)(0,2,1)[12]"
2380.30792467047,"(0,2,1)(0,2,1)[12]"
2380.49457919888,"(2,1,1)(2,2,0)[12]"
2381.17623419158,"(3,1,0)(0,2,1)[12]"
2381.19925687201,"(2,2,3)(2,2,0)[12]"
2381.2243626081,"(1,0,1)(2,2,0)[12]"
2381.58966437922,"(0,0,2)(3,2,0)[12]"
2381.6243344575,"(3,2,0)(1,2,2)[12]"
2381.66318608303,"(3,2,0)(0,2,3)[12]"
2381.73020779348,"(2,0,0)(2,2,0)[12]"
2382.11350884932,"(3,2,0)(0,2,4)[12]"
2382.1450934156,"(3,1,1)(2,2,0)[12]"
2382.4654193697,"(0,1,2)(2,2,0)[12]"
2382.48697244837,"(0,1,1)(2,2,0)[12]"
2382.58836428781,"(4,2,0)(2,2,1)[12]"
2382.77467591216,"(2,1,0)(0,2,1)[12]"
2382.86890198692,"(3,2,0)(2,2,2)[12]"
2383.10389313177,"(1,0,0)(2,2,0)[12]"
2383.2207120918,"(3,2,0)(1,2,3)[12]"
2383.37292214536,"(1,0,2)(2,2,0)[12]"
2383.41083331033,"(0,2,1)(3,2,0)[12]"
2383.46806619797,"(3,0,0)(2,2,0)[12]"
2383.4824928486,"(0,1,3)(2,2,0)[12]"
2383.49807588053,"(1,1,0)(0,2,1)[12]"
2383.91997121409,"(0,1,0)(4,2,0)[12]"
2384.04258442607,"(4,2,0)(1,2,1)[12]"
2384.20079252199,"(2,1,3)(2,2,0)[12]"
2384.38116352163,"(4,1,1)(2,2,0)[12]"
2384.5253472304,"(0,1,4)(2,2,0)[12]"
2384.95861084533,"(3,1,2)(2,2,0)[12]"
2385.0522994812,"(2,1,2)(2,2,0)[12]"
2385.16625959763,"(5,1,0)(2,2,0)[12]"
2385.37468515187,"(0,0,1)(4,2,0)[12]"
2385.5220641804,"(1,0,3)(2,2,0)[12]"
2385.5349587912,"(2,0,2)(2,2,0)[12]"
2385.90072586748,"(3,2,0)(2,2,1)[12]"
2385.91812097707,"(3,2,0)(3,2,1)[12]"
2385.93072412319,"(0,2,0)(4,3,0)[12]"
2386.01691622696,"(1,1,3)(2,2,0)[12]"
2386.40835120214,"(0,1,5)(2,2,0)[12]"
2387.17787499682,"(0,0,1)(0,2,1)[12]"
2387.21182413762,"(0,0,4)(2,2,0)[12]"
2387.34593823007,"(3,2,0)(1,2,1)[12]"
2387.55801744973,"(2,0,3)(2,2,0)[12]"
2387.56466690337,"(0,0,3)(2,2,0)[12]"
2387.81202104328,"(5,0,0)(2,2,0)[12]"
2387.92632248814,"(1,1,4)(2,2,0)[12]"
2388.15911583216,"(2,2,0)(0,2,2)[12]"
2388.41937113955,"(2,1,0)(2,2,0)[12]"
2388.49851536755,"(1,0,4)(2,2,0)[12]"
2389.20761222927,"(3,1,0)(2,2,0)[12]"
2389.41188682906,"(0,0,5)(2,2,0)[12]"
2389.45526653004,"(4,1,0)(2,2,0)[12]"
2390.23555685705,"(0,0,1)(3,2,0)[12]"
2390.29282052082,"(2,2,0)(0,2,3)[12]"
2390.34656509918,"(2,2,0)(1,2,2)[12]"
2391.1362246893,"(1,1,0)(2,2,0)[12]"
2391.14430016727,"(0,1,0)(0,2,1)[12]"
2391.38674065338,"(0,0,2)(2,2,0)[12]"
2391.78615390813,"(2,2,0)(0,2,4)[12]"
2392.09517317635,"(2,2,0)(1,2,3)[12]"
2392.1646663759,"(2,2,0)(4,2,1)[12]"
2392.22296309326,"(2,2,0)(2,2,2)[12]"
2393.5742620388,"(2,2,0)(0,2,5)[12]"
2393.88675055116,"(2,2,0)(3,2,1)[12]"
2393.91642405194,"(2,2,0)(1,2,4)[12]"
2394.13313559536,"(2,2,0)(2,2,3)[12]"
2394.1443047625,"(2,2,0)(3,2,2)[12]"
2394.82800216548,"(0,1,0)(3,2,0)[12]"
2394.9149380749,"(2,2,0)(2,2,1)[12]"
2394.9411808029,"(0,2,0)(3,3,0)[12]"
2395.00767674345,"(0,2,1)(2,2,0)[12]"
2395.54760682983,"(1,2,0)(1,3,0)[12]"
2396.29234375522,"(2,2,0)(5,2,0)[12]"
2397.32375115333,"(2,2,0)(1,2,1)[12]"
2399.10028770606,"(2,2,2)(1,2,0)[12]"
2399.31600611395,"(1,2,2)(1,2,0)[12]"
2399.48356909055,"(0,0,1)(2,2,0)[12]"
2400.22815834431,"(3,2,0)(4,2,0)[12]"
2400.36162556543,"(5,2,0)(0,2,1)[12]"
2401.08362262224,"(2,2,4)(1,2,0)[12]"
2401.126561599,"(3,2,2)(1,2,0)[12]"
2401.17187399537,"(0,0,0)(1,3,0)[12]"
2401.39359550531,"(2,2,3)(1,2,0)[12]"
2401.76118324987,"(3,2,4)(0,3,0)[12]"
2402.02664866682,"(0,2,2)(1,2,0)[12]"
2402.1996529444,"(0,2,3)(1,2,0)[12]"
2402.55528978187,"(5,2,0)(2,2,0)[12]"
2403.37783138545,"(0,2,4)(1,2,0)[12]"
2403.55149505458,"(3,2,3)(1,2,0)[12]"
2403.66814772345,"(1,2,3)(1,2,0)[12]"
2404.64266270243,"(1,2,4)(1,2,0)[12]"
2404.90908563112,"(0,2,0)(2,3,0)[12]"
2404.92545036798,"(0,2,5)(1,2,0)[12]"
2405.20932722365,"(2,2,1)(1,2,0)[12]"
2405.23210736071,"(1,2,5)(1,2,0)[12]"
2405.28639355296,"(3,1,3)(1,2,0)[12]"
2405.53900870869,"(0,0,0)(2,2,1)[12]"
2405.73436986606,"(1,2,1)(1,2,0)[12]"
2405.80206598895,"(2,2,0)(4,2,0)[12]"
2405.97748156168,"(3,2,1)(1,2,0)[12]"
2406.41935952141,"(5,2,1)(1,2,0)[12]"
2406.44328617179,"(0,0,0)(0,2,2)[12]"
2406.54551852036,"(4,2,0)(3,2,0)[12]"
2406.66530299197,"(0,0,0)(2,2,4)[12]"
2406.671757907,"(0,0,0)(3,2,1)[12]"
2406.72219834198,"(0,0,0)(2,2,2)[12]"
2406.87004516107,"(0,0,0)(3,2,3)[12]"
2406.95120786065,"(1,1,1)(1,2,0)[12]"
2407.03185801202,"(3,0,2)(0,3,0)[12]"
2407.12273127611,"(1,1,2)(1,2,0)[12]"
2407.1703724743,"(0,1,0)(2,2,0)[12]"
2407.22212515584,"(2,1,1)(1,2,0)[12]"
2407.24228504589,"(4,2,1)(1,2,0)[12]"
2407.40609963694,"(1,2,2)(0,3,0)[12]"
2407.66472986814,"(4,2,2)(1,2,0)[12]"
2407.87613255487,"(4,2,3)(0,3,0)[12]"
2408.36378297627,"(0,0,0)(0,2,5)[12]"
2408.52864438708,"(0,0,0)(3,2,4)[12]"
2408.53663370318,"(0,0,0)(0,2,3)[12]"
2408.54834882161,"(0,0,0)(1,2,2)[12]"
2408.55269932802,"(0,2,4)(0,3,0)[12]"
2408.62910286144,"(0,0,0)(4,2,3)[12]"
2408.67544545967,"(0,0,0)(2,2,3)[12]"
2408.68273825618,"(0,0,0)(2,2,5)[12]"
2408.70087332515,"(0,0,0)(4,2,1)[12]"
2408.79939572278,"(0,0,0)(3,2,2)[12]"
2409.17403323347,"(1,0,0)(1,2,0)[12]"
2409.27583498431,"(2,1,3)(1,2,0)[12]"
2409.30005872721,"(2,1,2)(1,2,0)[12]"
2409.30061800683,"(1,1,3)(1,2,0)[12]"
2409.31269392257,"(3,1,1)(1,2,0)[12]"
2409.33739066873,"(0,0,0)(0,2,4)[12]"
2409.4489882792,"(0,0,0)(4,2,2)[12]"
2409.53212567262,"(2,2,2)(0,3,0)[12]"
2409.54259985752,"(1,2,3)(0,3,0)[12]"
2409.5806030806,"(1,0,1)(1,2,0)[12]"
2409.62792466575,"(2,0,0)(1,2,0)[12]"
2409.85458606494,"(0,0,0)(1,2,3)[12]"
2409.95757842898,"(0,0,0)(1,2,5)[12]"
2410.02910447156,"(0,0,0)(5,2,1)[12]"
2410.05685908728,"(1,2,4)(0,3,0)[12]"
2410.11899324484,"(2,1,5)(0,3,0)[12]"
2410.14256224375,"(0,2,5)(0,3,0)[12]"
2410.37350523457,"(3,2,0)(3,2,0)[12]"
2410.41186067542,"(5,0,2)(0,3,0)[12]"
2410.42015439781,"(0,0,0)(1,2,4)[12]"
2410.61908948913,"(4,2,0)(0,2,1)[12]"
2411.22970326034,"(0,0,0)(5,2,2)[12]"
2411.33382814304,"(2,0,5)(0,3,0)[12]"
2411.46780123372,"(2,1,4)(1,2,0)[12]"
2411.48483813183,"(2,2,3)(0,3,0)[12]"
2411.51074265326,"(1,1,4)(1,2,0)[12]"
2411.51876554379,"(4,1,1)(1,2,0)[12]"
2411.52153995666,"(3,1,2)(1,2,0)[12]"
2411.53897101378,"(0,0,0)(1,2,1)[12]"
2411.70458011757,"(2,0,2)(1,2,0)[12]"
2411.72850039564,"(3,0,0)(1,2,0)[12]"
