"aicc","model"
2524.06259588884,"(1,0,0)(0,1,0)[12]"
2524.11018063535,"(5,2,1)(0,1,0)[12]"
2524.16701446085,"(0,0,1)(0,1,3)[12]"
2524.18508671191,"(0,0,1)(1,1,2)[12]"
2524.1918716476,"(0,0,1)(2,1,1)[12]"
2524.44227498516,"(4,2,3)(0,1,0)[12]"
2524.5240278688,"(0,0,1)(3,1,0)[12]"
2524.62757894062,"(5,0,2)(0,1,0)[12]"
2524.73877378789,"(3,2,0)(0,2,0)[12]"
2525.03116021195,"(5,1,0)(0,1,0)[12]"
2525.07764455092,"(3,0,4)(0,1,0)[12]"
2525.24443207736,"(2,0,0)(0,1,0)[12]"
2525.24807835637,"(1,0,1)(0,1,0)[12]"
2525.30797247301,"(4,2,1)(0,1,0)[12]"
2525.48505040281,"(4,0,3)(0,1,0)[12]"
2525.49499009866,"(5,2,2)(0,1,0)[12]"
2525.56689385526,"(0,1,1)(0,1,0)[12]"
2525.9174343453,"(3,2,0)(3,1,0)[12]"
2525.99284185153,"(0,0,1)(2,1,3)[12]"
2526.16311695432,"(5,1,1)(0,1,0)[12]"
2526.2622404838,"(0,0,1)(2,1,2)[12]"
2526.26699863919,"(0,0,1)(3,1,1)[12]"
2526.26714497643,"(0,0,1)(0,1,4)[12]"
2526.27424721842,"(0,0,1)(4,1,0)[12]"
2526.28126698943,"(0,0,1)(1,1,3)[12]"
2526.53086595037,"(3,2,1)(0,1,0)[12]"
2526.54867622623,"(4,1,0)(0,1,0)[12]"
2526.60246784828,"(2,2,0)(4,1,0)[12]"
2526.79613409976,"(2,2,0)(5,1,0)[12]"
2526.79649817439,"(0,0,1)(1,1,0)[12]"
2526.84432582098,"(4,2,0)(2,1,0)[12]"
2527.35238951507,"(3,0,0)(0,1,0)[12]"
2527.35650899989,"(1,0,2)(0,1,0)[12]"
2527.36014944089,"(2,0,1)(0,1,0)[12]"
2527.52355508703,"(0,0,1)(5,1,0)[12]"
2527.9811278823,"(0,0,1)(1,1,4)[12]"
2528.03554829914,"(2,2,1)(0,1,0)[12]"
2528.09537610084,"(3,1,0)(0,1,0)[12]"
2528.20397143997,"(0,0,1)(4,1,1)[12]"
2528.22538580635,"(0,0,1)(0,1,5)[12]"
2528.2782772203,"(5,1,2)(0,1,0)[12]"
2528.30508072187,"(0,0,1)(5,1,1)[12]"
2528.40125120617,"(0,0,1)(3,1,2)[12]"
2528.61149907123,"(2,2,2)(0,1,0)[12]"
2528.72648876319,"(1,2,1)(0,1,0)[12]"
2529.05869954021,"(1,0,3)(0,1,0)[12]"
2529.29270718732,"(4,0,0)(0,1,0)[12]"
2529.39069504458,"(0,0,1)(2,1,4)[12]"
2529.42509961869,"(2,0,2)(0,1,0)[12]"
2529.4644389872,"(3,0,1)(0,1,0)[12]"
2529.48138367487,"(0,0,1)(1,1,5)[12]"
2529.93915052517,"(2,1,0)(0,1,0)[12]"
2530.04188040663,"(0,0,1)(4,1,2)[12]"
2530.21624811936,"(0,0,0)(0,2,0)[12]"
2530.24185039252,"(0,0,3)(0,1,0)[12]"
2530.28264538006,"(3,2,0)(2,1,0)[12]"
2530.47699862608,"(0,0,1)(3,1,3)[12]"
2530.93363947494,"(1,1,0)(0,1,0)[12]"
2531.01455841123,"(0,0,4)(0,1,0)[12]"
2531.02133358905,"(4,0,1)(0,1,0)[12]"
2531.03874324015,"(5,0,0)(0,1,0)[12]"
2531.10452923963,"(1,0,4)(0,1,0)[12]"
2531.41324558369,"(2,0,3)(0,1,0)[12]"
2532.88164126487,"(5,0,1)(0,1,0)[12]"
2532.92212368668,"(0,0,5)(0,1,0)[12]"
2533.1833045242,"(1,0,5)(0,1,0)[12]"
2533.1883856787,"(4,2,0)(1,1,0)[12]"
2533.25011247747,"(0,0,2)(0,1,0)[12]"
2533.35660642702,"(0,2,0)(0,3,0)[12]"
2533.4077335605,"(2,0,4)(0,1,0)[12]"
2533.63090337873,"(2,2,0)(3,1,0)[12]"
2533.72108282871,"(4,0,2)(0,1,0)[12]"
2535.18624938474,"(2,0,5)(0,1,0)[12]"
2535.90823140874,"(0,2,0)(1,2,0)[12]"
2536.6941006777,"(3,2,0)(1,1,0)[12]"
2536.98809437142,"(0,2,1)(0,1,0)[12]"
2537.09941121928,"(2,2,0)(0,2,0)[12]"
2539.75055044427,"(0,1,0)(0,1,0)[12]"
2539.80403663101,"(2,2,0)(2,1,0)[12]"
2545.88463005997,"(0,0,1)(0,1,0)[12]"
2547.75308384566,"(2,2,0)(1,1,0)[12]"
2548.22951754605,"(1,2,0)(0,1,1)[12]"
2548.94109332102,"(1,2,0)(0,2,0)[12]"
2549.97437143993,"(1,2,0)(1,1,1)[12]"
2549.97562272679,"(1,2,0)(0,1,2)[12]"
2550.85802656957,"(1,2,0)(3,1,1)[12]"
2551.44885290152,"(1,2,0)(0,1,4)[12]"
2552.09581843777,"(1,2,0)(0,1,3)[12]"
2552.10604709488,"(1,2,0)(2,1,1)[12]"
2552.1125099016,"(1,2,0)(1,1,2)[12]"
2552.23702989839,"(1,2,0)(4,1,1)[12]"
2552.38957402805,"(1,2,0)(2,1,4)[12]"
2552.85622324879,"(1,2,0)(3,1,2)[12]"
2553.06136398606,"(1,2,0)(5,1,0)[12]"
2553.09546581886,"(1,2,0)(1,1,3)[12]"
2553.17420894557,"(1,2,0)(2,1,2)[12]"
2553.30992621675,"(1,2,0)(0,1,5)[12]"
2553.36192109059,"(1,2,0)(2,1,3)[12]"
2553.68711169413,"(1,2,0)(1,1,4)[12]"
2553.93753387416,"(1,2,0)(5,1,1)[12]"
2554.40747500315,"(1,2,0)(4,1,2)[12]"
2555.07842797918,"(1,2,0)(4,1,0)[12]"
2555.33752489876,"(1,2,0)(1,1,5)[12]"
2555.87376147102,"(1,2,0)(3,1,3)[12]"
2561.17185919278,"(5,2,0)(0,1,0)[12]"
2566.04769545521,"(1,2,0)(3,1,0)[12]"
2570.38040279507,"(0,0,0)(2,1,0)[12]"
2570.77029510498,"(0,0,0)(3,1,0)[12]"
2570.85824608587,"(0,0,0)(3,1,2)[12]"
2571.04534055093,"(0,0,0)(0,1,1)[12]"
2571.25486691166,"(0,0,0)(2,1,1)[12]"
2571.79155285466,"(0,0,0)(2,1,3)[12]"
2572.25152995896,"(4,2,0)(0,1,0)[12]"
2572.65748795448,"(0,0,0)(2,1,2)[12]"
2572.839194805,"(0,0,0)(0,1,2)[12]"
2572.90715217165,"(0,0,0)(4,1,0)[12]"
2572.90721067934,"(0,0,0)(3,1,1)[12]"
2572.92419866799,"(0,0,0)(3,1,3)[12]"
2572.93003563122,"(0,0,0)(4,1,2)[12]"
2572.98585630234,"(0,0,0)(1,1,1)[12]"
2573.15742393168,"(0,0,0)(0,1,4)[12]"
2573.30519265035,"(0,0,0)(0,1,3)[12]"
2574.15847175481,"(0,0,0)(5,1,2)[12]"
2574.16417684955,"(0,0,0)(4,1,1)[12]"
2574.32322161646,"(0,0,0)(5,1,0)[12]"
2574.42111158026,"(0,0,0)(1,1,3)[12]"
2574.53294595941,"(0,0,0)(1,1,0)[12]"
2574.67524034089,"(1,2,0)(2,1,0)[12]"
2574.76257289698,"(0,0,0)(1,1,2)[12]"
2575.13227081332,"(0,0,0)(2,1,5)[12]"
2575.17061943961,"(0,0,0)(4,1,3)[12]"
2575.24612816899,"(0,0,0)(0,1,5)[12]"
2575.29927319616,"(0,0,0)(1,1,4)[12]"
2575.52848575587,"(0,0,0)(1,1,5)[12]"
2575.55904981371,"(0,0,0)(5,1,1)[12]"
2576.16695712803,"(0,0,0)(2,1,4)[12]"
2578.2481249038,"(0,0,0)(3,1,4)[12]"
2579.5001583708,"(3,2,0)(0,1,0)[12]"
2579.86697318717,"(1,2,0)(1,1,0)[12]"
2590.83406555603,"(2,2,0)(0,1,0)[12]"
2591.55477860639,"(0,0,0)(0,1,0)[12]"
2597.03333889971,"(0,2,0)(0,2,0)[12]"
2610.52676252861,"(1,2,0)(0,1,0)[12]"
2613.78692558222,"(0,2,0)(3,1,3)[12]"
2613.83261984017,"(0,2,0)(3,1,1)[12]"
2613.83969513881,"(0,2,0)(2,1,4)[12]"
2613.97973267718,"(0,2,0)(3,1,4)[12]"
2615.13162296094,"(0,2,0)(4,1,1)[12]"
2615.57311034093,"(0,2,0)(3,1,2)[12]"
2615.76936926809,"(0,2,0)(0,1,4)[12]"
2616.033042163,"(0,2,0)(5,1,0)[12]"
2616.95115195047,"(0,2,0)(0,1,1)[12]"
2616.97366130107,"(0,2,0)(0,1,5)[12]"
2617.11641478737,"(0,2,0)(5,1,1)[12]"
2617.12422099567,"(0,2,0)(0,1,2)[12]"
2617.22056068825,"(0,2,0)(1,1,1)[12]"
2617.23412593666,"(0,2,0)(5,1,2)[12]"
2617.30423097721,"(0,2,0)(4,1,2)[12]"
2617.58609820555,"(0,2,0)(1,1,4)[12]"
2618.36901048907,"(0,2,0)(1,1,3)[12]"
2618.45429298811,"(0,2,0)(2,1,3)[12]"
2618.89477343357,"(0,2,0)(2,1,1)[12]"
2618.98160795146,"(0,2,0)(4,1,0)[12]"
2619.03377463773,"(0,2,0)(1,1,5)[12]"
2619.10704152673,"(0,2,0)(2,1,2)[12]"
2619.19910453291,"(0,2,0)(4,1,3)[12]"
2619.22687737869,"(0,2,0)(0,1,3)[12]"
2619.23328542603,"(0,2,0)(1,1,2)[12]"
2620.07314995493,"(0,2,0)(2,1,5)[12]"
2630.84534341967,"(0,2,0)(3,1,0)[12]"
2643.58674773483,"(0,2,0)(2,1,0)[12]"
2647.64277675056,"(0,2,0)(1,1,0)[12]"
2668.97850754001,"(0,2,0)(0,1,0)[12]"
